"product","div","category","brand","cpg","bfpp","ppa","spf","spfv"
"583403","B","DE","RO","H02990","1X4","953","149Z","149Z"
"583404","B","DE","RO","H02990","1X4","953","149Z","149Z"
"583414","B","DE","RO","H02990","1X4","953","149Z","1FB5"
"586446","B","DE","AX","H01261","1PJ","42O","19L4","19L4"
"587122","B","HA","DV","H01154","1QY","Not Applicable","1354","1354"
"587130","B","HA","DV","H01154","1QY","Not Applicable","1354","1354"
"587352","B","HA","DV","H01040","158","Not Applicable","135D","135D"
"589019","B","HA","DV","H00979","301","Not Applicable","11J8","11J8"
"589020","B","HA","DV","H00979","163","Not Applicable","14YW","14YW"
"592793","B","DE","DO","H02970","1QW","94R","134U","1FDN"
"594241","B","DE","RO","H02990","1X4","953","149Z","149Z"
"64624","B","DE","RO","H02396","24D","421","14NN","14NN"
"67138105","B","OR","CL","H04226","20F","Not Applicable","14QR","14QR"
"67138107","B","OR","CL","H04226","20F","Not Applicable","14QR","14QR"
"67138109","B","OR","CL","H04226","20F","Not Applicable","14QM","14QM"
"67151681","B","HA","DV","H00979","163","43H","15FG","15FG"
"67166041","B","OR","CL","H01180","20L","438","1E4M","1OQX"
"67171558","B","OR","CL","H04226","20F","436","1DLW","1NN5"
"67189183","B","HA","DV","H01154","1QY","Not Applicable","1354","1354"
"67198373","B","HA","TI","H04888","36V","672","1BD2","1FG1"
"67205379","B","SN","RO","H00729","32Y","6SP","1BJ9","1GLV"
"67222955","B","DE","RO","H02990","1X4","42R","1DL7","1NMI"
"67222956","B","DE","RO","H03003","1XA","42R","1DKX","1NM8"
"67222957","B","DE","RO","H02990","1X4","42R","1DL9","1NMK"
"67222960","B","DE","RO","H03003","1XA","42R","1DKW","1NM7"
"67226092","B","DE","DE","H03962","1R7","465","134O","1FKS"
"67226095","B","DE","DE","H03962","1R7","465","134O","134O"
"67226914","B","DE","DE","H03962","1R7","465","1DKF","1NLQ"
"67226920","B","DE","DO","H02970","1QW","42Q","1DKC","1NLN"
"67226921","B","DE","DE","H03962","1R7","465","1DKG","1NLR"
"67246132","B","HA","TE","H04430","1N0","Not Applicable","15WU","1QWN"
"67246248","B","HA","DV","H00979","3D1","Not Applicable","1BUY","1HKI"
"67246249","B","HA","DV","H01040","158","Not Applicable","14UZ","14UZ"
"67249832","B","SK","SM","H04501","1HR","95D","12PI","12PI"
"67249833","B","SK","SM","H04504","1OY","753","12XE","12XE"
"67249834","B","SK","SM","H04504","1OY","6VH","12XE","12XE"
"67249837","B","SK","SM","H04587","1HU","6VQ","12PM","12PM"
"67249838","B","SK","SM","H04517","2S6","755","19G3","19G3"
"67249839","B","SK","SM","H04517","2S6","6VK","198M","198M"
"67249840","B","SK","SM","H04517","2S6","6VK","198M","198M"
"67271758","B","HA","DV","H00979","163","6JQ","1DNQ","1NQW"
"67298926","B","SK","SM","H04500","1HQ","Not Applicable","12PG","12PG"
"67298927","B","SK","SM","H04504","1OY","753","12XF","12XF"
"67309838","B","SN","RO","H00729","32Y","Not Applicable","1C21","1IHI"
"67309839","B","SN","DV","H00711","1R0","Not Applicable","1C20","1IHG"
"67323053","B","OR","CL","H01180","20L","438","1BEZ","1G2B"
"67333990","B","DE","SM","H06545","3CS","6VD","1E4N","1OQY"
"67334759","B","DE","SM","H04512","3CT","6VF","1DLE","1NMO"
"67359266","B","HA","SE","H01012","24L","43K","19KJ","19KJ"
"67382739","B","HA","DV","H00979","163","43I","1370","1370"
"67382741","B","HA","DV","H01040","158","424","15FF","15FF"
"67382743","B","HA","DV","H01040","158","424","15FF","15FF"
"67383812","B","HA","CA","H04775","2C7","Not Applicable","15LM","15LM"
"84107773","B","SK","VE","H00890","1GL","Not Applicable","12M4","12M4"
"84138544","B","SN","LU","H00651","23F","4U1","14L3","14L3"
"84138561","B","SN","LU","H00651","23F","4U1","14L3","14L3"
"84138582","B","DE","DE","H03964","1R8","42Y","134P","134P"
"84138586","B","DE","DE","H03964","1R8","42Y","134P","134P"
"84138587","B","DE","DE","H03964","1R8","42Y","134P","134P"
"84138588","B","DE","DE","H03964","1R8","42Y","134P","134P"
"84138621","B","DE","DO","H02891","1QV","42Y","136S","136S"
"84138847","B","HA","CA","H01037","2C6","38U","15LD","15LD"
"84138897","B","HA","CA","H04775","2C8","43D","15LQ","15LQ"
"84139412","B","DE","RO","H02913","1X8","42Z","14AL","14AL"
"84141193","B","OR","CL","H04227","2DM","621","15SE","15SE"
"84141691","B","SN","LU","H00651","23F","4U1","14L3","14L3"
"84142859","B","HA","TE","H04430","1N0","45M","14EM","14EM"
"84142894","B","HA","TE","H04755","1YJ","45Y","159G","159G"
"84142901","B","HA","TE","H04755","1YJ","45N","14Y5","14Y5"
"84144675","B","DE","AX","H02541","1PO","42X","131O","131O"
"84145905","B","HA","SE","H01060","24F","427","19KI","19KI"
"84145909","B","HA","SE","H01060","24F","427","19KI","19KI"
"84145945","B","HA","SE","H01060","24F","427","19KI","19KI"
"84145980","B","HA","SE","H01012","24L","43K","19KJ","19KJ"
"84145990","B","HA","SE","H01060","24F","427","19KI","19KI"
"84145991","B","HA","SE","H01012","24L","43K","19KJ","19KJ"
"84145997","B","HA","SE","H01012","24L","43K","19KJ","19KJ"
"84146065","B","HA","SE","H01012","24L","43K","19KJ","19KJ"
"84146067","B","HA","SE","H01012","24L","43K","19KJ","19KJ"
"84146096","B","HA","DV","H01040","158","425","135D","135D"
"84146113","B","HA","DV","H02576","215","43Q","14S7","14S7"
"84146124","B","HA","DV","H01154","1QY","43V","1354","1354"
"84146134","B","HA","DV","H01101","15Z","43O","135L","135L"
"84146143","B","HA","DV","H00979","163","43H","15FG","15FG"
"84146145","B","HA","DV","H00979","163","43H","15FG","15FG"
"84146147","B","HA","DV","H00979","163","43H","15FG","15FG"
"84146219","B","DE","DO","H02970","1QW","42Q","134U","134U"
"84146220","B","DE","DO","H02970","1QW","42Q","134U","134U"
"84146222","B","HA","DV","H00979","163","43I","1370","1370"
"84146236","B","DE","RO","H03003","1XA","42R","15GW","15GW"
"84146245","B","DE","RO","H03003","1XA","42R","15GW","15GW"
"84147013","B","HA","DV","H01154","2YS","5MZ","1ADH","1ADH"
"84147516","B","HA","TE","H04755","1YJ","45Y","159G","159G"
"84147517","B","HA","TE","H04755","1YJ","45Y","159G","159G"
"84147521","B","HA","TE","H04420","1YK","45O","14F8","14F8"
"84147727","B","HA","TE","H04430","1N0","45L","14EJ","14EJ"
"84147728","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"84147731","B","HA","TE","H04420","1YK","60E","19WQ","19WQ"
"84147763","B","HA","TE","H04755","1YJ","45N","14Y5","14Y5"
"84148611","B","DE","DO","H02891","1QV","42Y","136S","136S"
"84148924","B","OR","CL","H01204","2VV","5CE","19T2","19T2"
"84149705","B","HA","TI","H04890","36Z","64T","1BAO","1F7I"
"84149708","B","HA","TI","H04890","36Z","95H","1BAO","1F7I"
"84149788","B","HA","TI","H04890","36Z","64R","1BAN","1F7H"
"84149872","B","HA","TI","H04888","36V","672","1BD2","1FG1"
"84149876","B","HA","TI","H04888","36V","96B","1BD2","1FG1"
"84149878","B","HA","TI","H04888","36V","96B","1BD2","1FG1"
"84149883","B","HA","TI","H05457","37D","67K","1BAY","1F7S"
"84149889","B","HA","CW","H04902","379","64X","1BBQ","1F69"
"84149893","B","HA","CW","H03733","36Q","67S","1BBS","1F6B"
"84150016","B","HA","TI","H04892","373","95N","1BAT","1F7N"
"84150052","B","HA","TI","H04904","37A","67O","1BBN","1F66"
"84150131","B","HA","TI","H04892","373","67I","1BAX","1F7R"
"84150234","B","HA","TI","H04889","36X","65H","1BCL","1F8Y"
"84150426","B","DE","RO","H02990","1X4","42R","149Z","1FLX"
"84151033","B","DE","DO","H02891","1QV","42Y","136S","136S"
"84151400","B","HA","SE","H01166","24E","43Z","14NR","14NR"
"84151424","B","HA","SE","H01112","24I","43S","14O2","14O2"
"84152417","B","HA","SE","H01112","24I","43S","14O2","14O2"
"84152725","B","SN","LU","H00651","23F","4U1","14L3","14L3"
"84152735","B","OR","CL","H01204","2VV","5CE","19T2","19T2"
"84153237","B","DE","RO","H03003","1XA","953","14AS","14AS"
"84153729","B","SK","VE","H00879","2E7","Not Applicable","15UX","15UX"
"84154538","B","DE","AX","H01261","1PL","94X","131E","131E"
"84154705","B","HA","TI","H03732","36M","651","1BAR","1F7L"
"84155815","B","HA","TE","H04420","1YK","60E","19WQ","19WQ"
"84155938","B","HA","DV","H01101","15Z","593","15NY","15NY"
"84156009","B","DE","SV","H03968","1EJ","6EO","1AUY","1AUY"
"84156403","B","HA","TI","H04892","373","65N","1BAT","1F7N"
"84156409","B","HA","TI","H03732","36O","657","1BB3","1F7X"
"84157047","B","HA","TE","H04430","1N0","45M","14EM","14EM"
"84157074","B","HA","TE","H04430","1N0","45M","14EM","14EM"
"84157094","B","HA","TE","H04430","1N0","45L","14EJ","14EJ"
"84157102","B","HA","TE","H04430","1N0","45L","14EJ","14EJ"
"84157434","B","DE","RO","H02913","1X8","42Z","14AL","14AL"
"84158297","B","DE","DO","H02970","1QW","67Y","134U","134U"
"84158395","B","HA","SE","H01012","24L","61D","1DPE","1NTA"
"84158574","B","HA","TE","H04420","1YK","45O","14F8","14F8"
"84158578","B","HA","TE","H04420","1YK","45O","14F8","14F8"
"84158596","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"84158659","B","HA","DV","H01154","1QY","Not Applicable","1354","1354"
"84158705","B","HA","DV","H01154","1QY","43V","1354","1354"
"84158707","B","HA","DV","H01101","15Z","43O","135L","135L"
"84159018","B","SN","DB","H05434","2FN","6EK","160Z","160Z"
"84159201","B","HA","SE","H01112","24I","43S","1DOL","1NRQ"
"84159444","B","HA","DV","H01101","15Z","Not Applicable","1A2H","1A2H"
"84160284","B","HA","DB","H05213","2CD","Not Applicable","15M5","15M5"
"84160295","B","DE","RO","H02990","1X4","953","191A","1FDX"
"84160341","B","SN","DB","H05242","2AD","Not Applicable","162Q","162Q"
"84160853","B","SN","DB","H05434","2FN","6EK","160Z","160Z"
"84160926","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"84161031","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"84161033","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"84161154","B","HA","TI","H04886","36R","96F","1BBH","1F60"
"84161156","B","HA","TI","H04892","373","95T","1BAW","1F7Q"
"84161159","B","HA","TI","H04896","375","659","1BB6","1F80"
"84161300","B","HA","TI","H06027","37F","6FE","1BC4","1F6N"
"84161402","B","HA","TI","H05285","37C","6FQ","1BC9","1F6S"
"84161403","B","HA","TI","H05285","37C","6FQ","1BC9","1F6S"
"84161405","B","HA","TI","H05285","37C","6FQ","1BC9","1F6S"
"84161406","B","HA","TI","H05285","37C","6FQ","1BC9","1F6S"
"84161411","B","HA","TI","H06027","37F","6FE","1BC4","1F6N"
"84161412","B","HA","TI","H06027","37F","6FE","1BC4","1F6N"
"84161413","B","HA","TI","H06027","37F","6FC","1BC4","1F6N"
"84161421","B","HA","TI","H05287","37J","6FW","1BCB","1F6U"
"84161431","B","HA","TI","H05283","37H","6FK","1BCE","1F6X"
"84161472","B","HA","TI","H05284","37I","6FM","1BC6","1F6P"
"84161898","B","SN","LU","H00720","2CL","4U3","15MM","15MM"
"84162192","B","HA","TE","H04430","1N0","45M","14EM","14EM"
"84162193","B","HA","TE","H04430","1N0","45M","14EM","14EM"
"84162208","B","HA","TI","H04886","36R","65Z","1BBM","1F65"
"84162209","B","HA","TI","H04886","36R","65X","1BBL","1F64"
"84162260","B","HA","TI","H04892","373","67E","1BAV","1F7P"
"84162284","B","HA","TI","H04890","36Z","95H","1BAO","1F7I"
"84162292","B","HA","TI","H03732","36M","653","1BB1","1F7V"
"84162315","B","HA","DB","H05213","2CD","Not Applicable","15NT","1FO8"
"84162410","B","SN","DB","H05242","2AD","Not Applicable","15HQ","15HQ"
"84164081","B","HA","DV","H00979","163","5H2","1DOO","1NRS"
"84164727","B","DE","RO","H02990","1X4","42R","149Z","149Z"
"84165484","B","DE","RO","H02990","1X4","953","191A","191A"
"84165485","B","DE","RO","H02990","1X4","953","191A","191A"
"84165489","B","DE","RO","H02990","1X4","953","191A","191A"
"84165490","B","DE","RO","H02990","1X4","953","191A","191A"
"84166731","B","DE","DO","H02891","1QV","42Y","136S","136S"
"84169531","B","HA","SE","H01012","24L","43K","19KJ","19KJ"
"84171349","B","HA","SE","H01112","24I","Not Applicable","14O2","14O2"
"84171392","B","OR","CL","H01180","20L","438","1BEZ","1G2B"
"84171393","B","OR","CL","H01180","20L","438","1BEZ","1G2B"
"84171937","B","HA","DV","H01154","1QY","Not Applicable","1354","1354"
"84171940","B","HA","DV","H01154","1QY","Not Applicable","1354","1354"
"84172041","B","HA","DV","H01154","1QY","Not Applicable","1354","1354"
"84172790","B","HA","DB","H05213","2CD","Not Applicable","15NT","15NT"
"925098","B","DE","DO","H02970","1QW","42Q","134U","134U"
"956105","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"964925","B","HA","TE","H04755","1YJ","45Y","159G","159G"
"116272","B","HA","SV","H01017","1EW","43N","14Y3","14Y3"
"116277","B","HA","SV","H01063","1EG","43A","14Y2","14Y2"
"155330","B","SN","DV","H00621","152","44B","1366","1366"
"156330","B","SK","DV","H00852","1RB","Not Applicable","136I","136I"
"167707","B","OR","OE","H04236","245","370","14N2","14N2"
"167708","B","OR","OE","H04236","245","370","14N0","14N0"
"174121","B","DE","RO","H02904","1X6","Not Applicable","14AB","14AB"
"184255","B","DE","AX","H01261","1PL","42P","131E","131E"
"187664","B","DE","AX","H01261","1PL","42P","131E","131E"
"190589","B","DE","DO","H02891","1QV","42Y","136S","136S"
"194293","B","DE","DO","H02970","1QW","42Q","134U","134U"
"197627","B","HA","SE","H01014","1XY","Not Applicable","14CR","14CR"
"205983","B","DE","DE","H03964","1R8","42Y","134P","134P"
"216985","B","HA","SE","H01166","24E","43Z","14NR","14NR"
"216988","B","HA","SE","H01166","24E","43Z","14NR","14NR"
"216990","B","HA","SE","H01166","24E","43Z","14NR","14NR"
"217069","B","DE","RO","H02913","1X8","42Z","14AL","14AL"
"217116","B","DE","RO","H02904","1X6","42Z","14AB","14AB"
"217904","B","DE","RO","H02904","1X6","42Z","14AB","14AB"
"217909","B","DE","RO","H02904","1XF","420","14B5","14B5"
"217965","B","DE","RO","H02904","1XF","420","14B5","14B5"
"218721","B","DE","RO","H02904","1X6","42Z","14AB","14AB"
"226153","B","HA","DV","H01040","158","424","15FF","15FF"
"226297","B","HA","DV","H00979","163","43H","15FG","15FG"
"226298","B","HA","DV","H00979","163","43H","15FG","15FG"
"226313","B","HA","DV","H01040","158","425","135D","135D"
"228073","B","HA","SE","H01060","24F","427","14NU","14NU"
"228098","B","HA","SE","H01012","24L","43K","14O6","14O6"
"228104","B","HA","SE","H01012","24L","43K","14O6","14O6"
"228105","B","HA","SE","H01012","24L","43K","14O6","14O6"
"228381","B","HA","SE","H01060","24F","427","14NU","14NU"
"228383","B","HA","SE","H01060","24F","427","14NU","14NU"
"229439","B","HA","SE","H01012","24L","43K","14O6","14O6"
"229505","B","HA","SE","H01012","24L","43K","14O6","14O6"
"229831","B","HA","SE","H01012","24L","43K","14O6","14O6"
"229833","B","HA","SE","H01012","24L","43K","14O6","14O6"
"229837","B","HA","SE","H01012","24L","43K","14O6","14O6"
"229841","B","HA","SE","H01012","24L","43K","14O6","14O6"
"232307","B","HA","SE","H01112","24I","43S","14O2","14O2"
"235450","B","HA","DV","H00979","163","37Y","1370","1370"
"235587","B","HA","DV","H00979","301","39A","11J8","11J8"
"544207","B","HA","OE","H04775","237","34D","14KQ","14KQ"
"544208","B","HA","OE","H04775","237","34D","14KQ","14KQ"
"544573","B","HA","CA","H04775","2C8","Not Applicable","15LQ","15LQ"
"544803","B","HA","CA","H04775","2C8","Not Applicable","15LT","15LT"
"545194","B","OR","CL","H01204","20I","463","1588","1588"
"545274","B","DE","RO","H03003","1XA","953","15GW","15GW"
"545803","B","HA","DV","H01154","1QY","43V","1354","1354"
"546024","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"546410","B","OR","CL","H01180","20L","438","14R2","14R2"
"546471","B","OR","CL","H04226","20F","469","14QM","14QM"
"546486","B","OR","CL","H04227","20N","435","14R5","14R5"
"546495","B","OR","CL","H04226","238","437","14KS","14KS"
"546839","B","OR","CL","H04226","20F","436","14QR","14QR"
"547804","B","HA","TE","H04427","1KK","46N","15GF","15GF"
"549286","B","DE","RO","H02913","1X8","42Z","14AL","14AL"
"549297","B","DE","RO","H02913","1X8","42Z","14AL","14AL"
"550363","B","HA","SE","H01012","24L","43K","14O6","14O6"
"551184","B","HA","TE","H04433","1MA","45K","14FM","14FM"
"551390","B","HA","SE","H01166","24E","43Z","14NR","14NR"
"551983","B","HA","DV","H00979","163","43I","1370","1370"
"552752","B","DE","RO","H02913","1X8","42Z","14AL","14AL"
"553296","B","HA","DV","H01154","2AB","40H","15HN","15HN"
"553332","B","DE","AX","H02963","1PK","42O","1319","1319"
"554001","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"554003","B","HA","TE","H04433","1MA","45K","14FM","14FM"
"554048","B","HA","TE","H04755","2YT","Not Applicable","1ADI","1ADI"
"554758","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"555733","B","SN","DV","H00711","1R0","36F","14UX","14UX"
"556134","B","SN","DV","H00575","15P","448","11HK","11HK"
"556335","B","HA","TE","H04755","1YJ","45Y","159G","159G"
"560565","B","OR","CL","H04226","20F","436","14QR","14QR"
"561771","B","DE","RO","H02399","1XE","422","14AX","14AX"
"562495","B","DE","DO","H02970","1QW","94R","134U","134U"
"562554","B","OR","RG","H05272","2DQ","5KS","15T8","15T8"
"562555","B","OR","RG","H05302","2EN","2D3","15WY","15WY"
"564425","B","DE","RO","H02990","1X4","953","149Z","149Z"
"564773","B","SN","LU","H00582","23B","38N","14KV","14KV"
"564778","B","SN","LU","H00720","2CL","38N","15MM","15MM"
"565344","B","DE","AX","H02963","1PK","76A","1319","1FDL"
"565348","B","DE","AX","H02963","1PK","94V","1319","1319"
"566100","B","HA","CA","H04775","2C8","34T","15LT","15LT"
"566109","B","SN","DV","H00711","1R0","44I","14UX","14UX"
"566678","B","DE","AX","H02963","1PK","42O","14U9","14U9"
"566691","B","SN","DV","H00621","211","44B","14RV","14RV"
"566693","B","SN","DV","H00621","152","44B","1366","1366"
"566696","B","SN","DV","H00621","152","Not Applicable","1366","1366"
"566700","B","SN","DV","H00621","152","353","135W","135W"
"566701","B","SN","DV","H00621","152","353","1366","1366"
"578031","B","SN","DB","H00620","1QX","Not Applicable","1352","1352"
"578036","B","SN","DV","H03960","1QZ","Not Applicable","14V7","14V7"
"578037","B","SN","DV","H03960","1QZ","Not Applicable","14V7","14V7"
"579244","B","DE","RO","H03003","1XA","42R","15GW","15GW"
"579245","B","DE","RO","H03003","1XA","953","15GW","15GW"
"583385","B","DE","RO","H03003","1XA","953","15GW","15GW"
"583416","B","DE","DO","H02970","1QW","94R","134U","134U"
"584755","B","OR","OE","H01191","243","Not Applicable","14MV","14MV"
"584819","B","DE","RO","H02950","24B","Not Applicable","14NJ","14NJ"
"586458","B","DE","AX","H01261","1PJ","94V","19L4","19L4"
"587113","B","HA","DV","H01154","1QY","Not Applicable","1354","1354"
"587125","B","HA","DV","H01154","1QY","Not Applicable","1354","1354"
"587131","B","HA","DV","H01154","1QY","Not Applicable","1354","1354"
"587156","B","HA","DV","H00979","163","Not Applicable","1370","1370"
"587158","B","HA","DV","H00979","163","Not Applicable","1370","1370"
"587159","B","HA","DV","H00979","163","Not Applicable","1370","1370"
"587161","B","HA","DV","H00979","163","Not Applicable","15FG","15FG"
"587184","B","HA","DV","H00979","163","Not Applicable","15FG","15FG"
"587185","B","HA","DV","H00979","163","Not Applicable","1370","1370"
"587186","B","HA","DV","H00979","163","Not Applicable","15FG","15FG"
"587187","B","HA","DV","H00979","163","Not Applicable","1370","1370"
"587353","B","HA","DV","H01040","158","Not Applicable","135D","135D"
"587354","B","HA","DV","H01040","158","Not Applicable","135D","135D"
"587355","B","HA","DV","H01040","158","Not Applicable","15FF","15FF"
"587358","B","HA","DV","H01040","158","Not Applicable","15FF","15FF"
"587359","B","HA","DV","H01040","158","Not Applicable","135D","135D"
"587361","B","HA","DV","H01040","158","Not Applicable","135D","135D"
"587366","B","HA","DV","H01101","15Z","Not Applicable","135L","135L"
